WKT,name,description
"POLYGON ((106.798206 -6.2147398, 106.7982704 -6.2204993, 106.8032486 -6.2226751, 106.8048365 -6.2246589, 106.8087847 -6.2220139, 106.8083126 -6.2213313, 106.8082268 -6.2157638, 106.8061239 -6.2156144, 106.8062527 -6.212756, 106.798206 -6.2147398))",Gelora Bung Karno ,
