WKT,name,description
"POLYGON ((106.8834738 -6.2988966, 106.8842034 -6.3021811, 106.8867569 -6.3044419, 106.8908767 -6.3057216, 106.894149 -6.3063134, 106.8974428 -6.307417, 106.8992345 -6.3068146, 106.9005542 -6.3056149, 106.902421 -6.3055723, 106.9013106 -6.3083875, 106.9019597 -6.3106483, 106.904202 -6.3110748, 106.9047384 -6.3100724, 106.9047169 -6.3094326, 106.9052105 -6.3087714, 106.9055109 -6.307833, 106.9048457 -6.3075984, 106.9052105 -6.3063401, 106.9057255 -6.3065534, 106.906455 -6.3046765, 106.9058327 -6.3044206, 106.9060259 -6.2995151, 106.902142 -6.2996431, 106.9011764 -6.2990246, 106.8962841 -6.2990033, 106.8921642 -6.2989606, 106.8904047 -6.298662, 106.8834738 -6.2988966))",Taman Mini Indonesia Indah,
