WKT,name,description
"POLYGON ((106.8236059 -6.171527, 106.8232196 -6.1723376, 106.8231767 -6.1798682, 106.8236917 -6.1803589, 106.8310302 -6.1800602, 106.8309873 -6.1794202, 106.8304294 -6.1788229, 106.8306011 -6.1783323, 106.82985 -6.1776496, 106.8299788 -6.174151, 106.8298286 -6.173383, 106.8291419 -6.173127, 106.8292707 -6.1718043, 106.8289059 -6.1714843, 106.8236059 -6.171527))",Taman Monas,
