WKT,name,description
"POLYGON ((106.8508684 -6.2328268, 106.8506538 -6.2338507, 106.8508254 -6.2344266, 106.8520485 -6.2351945, 106.8526279 -6.2358984, 106.8526493 -6.2367303, 106.8519412 -6.2391834, 106.8516837 -6.2399299, 106.8527781 -6.2421056, 106.8538295 -6.2419777, 106.853057 -6.2408258, 106.8529283 -6.2396526, 106.8534862 -6.2376049, 106.8536364 -6.2367517, 106.8533145 -6.2347039, 106.8527995 -6.2348532, 106.8526493 -6.2337227, 106.8522846 -6.2334027, 106.8513404 -6.2335307, 106.8512975 -6.2330188, 106.8508684 -6.2328268))",Tebet Echo Park ,
